iter	MultiClass
690	0.8135341052
691	0.8133761548
692	0.8133168808
693	0.8131962459
694	0.8129579455
695	0.8128941152
696	0.812817663
697	0.8126124634
698	0.8123125282
699	0.8118549646
700	0.8115519195
701	0.811340111
702	0.8112816942
703	0.810864676
704	0.8107870695
705	0.8104005986
706	0.8100589582
707	0.8100055134
708	0.809658301
709	0.8094522824
710	0.8091707792
711	0.8090219678
712	0.8088282961
713	0.8087242966
714	0.8084627582
715	0.8083526289
716	0.8082743134
717	0.807946634
718	0.8078823316
719	0.807520101
720	0.8073261825
721	0.8071115438
722	0.8070521122
723	0.8068278885
724	0.8064911636
725	0.8064672061
726	0.8061676188
727	0.806117381
728	0.8060530162
729	0.8057412244
730	0.8056957711
731	0.8054782833
732	0.805457573
733	0.8051605959
734	0.8049821924
735	0.8047415345
736	0.8044745569
737	0.8044249402
738	0.8042696808
739	0.8041939763
740	0.8039711537
741	0.8037675365
742	0.8034609545
743	0.8033273731
744	0.8029702305
745	0.8026792909
746	0.8022696162
747	0.8020217698
748	0.8019503043
749	0.8018858452
750	0.8016507589
751	0.8015928365
752	0.8015661693
753	0.8014281462
754	0.801282782
755	0.8012267546
756	0.8011694942
757	0.8011086564
758	0.8010581456
759	0.8010103755
760	0.8009752935
761	0.8006273274
762	0.8005421649
763	0.8003583883
764	0.8001098981
765	0.7997618865
766	0.7996916046
767	0.7995800503
768	0.7994861038
769	0.7993414949
770	0.7990524669
771	0.798692209
772	0.7985752771
773	0.7982118938
774	0.7980913734
775	0.7977808518
776	0.7974349261
777	0.7973204835
778	0.7972783012
779	0.7972499844
780	0.797001938
781	0.7967207973
782	0.7966838403
783	0.7966318166
784	0.7965899676
785	0.7963532161
786	0.7961537935
787	0.7960107979
788	0.7955921007
789	0.7954345925
790	0.7953914349
791	0.7953540478
792	0.7951394002
793	0.7950908522
794	0.7948597866
795	0.7946388907
796	0.7945569057
797	0.7945270586
798	0.7942169085
799	0.7940721933
800	0.7939717289
801	0.7938081905
802	0.7935546863
803	0.7934335072
804	0.7933791518
805	0.7933307605
806	0.7930961853
807	0.7928555214
808	0.7926389794
809	0.7925132414
810	0.7923336981
811	0.7920659393
812	0.7918837694
813	0.7916012243
814	0.7915527205
815	0.7915032869
816	0.7913339158
817	0.7911675137
818	0.7908151354
819	0.7905000923
820	0.7902590799
821	0.7900638373
822	0.7899193235
823	0.7897456456
824	0.7897031475
825	0.7896593881
826	0.7894633541
827	0.789252983
828	0.7892082989
829	0.7891785306
830	0.7891343341
831	0.7890944765
832	0.7889098851
833	0.788722688
834	0.7884538581
835	0.7884101797
836	0.7881874858
837	0.7878231406
838	0.7877912412
839	0.7875431204
840	0.7872317455
841	0.7871979947
842	0.787005763
843	0.7869343641
844	0.7866992007
845	0.7866454535
846	0.7865884892
847	0.7863414937
848	0.7862020178
849	0.786072247
850	0.7857670019
851	0.7855338236
852	0.7855202776
853	0.7853734655
854	0.7853149781
855	0.7850042511
856	0.7849279461
857	0.7846493057
858	0.7845801267
859	0.784549593
860	0.7845193534
861	0.7844113072
862	0.7841863463
863	0.7840908671
864	0.7839012237
865	0.7836266048
866	0.7835647409
867	0.7835251467
868	0.783189796
869	0.7828376062
870	0.7828042886
871	0.7827047042
872	0.7825907509
873	0.7825232724
874	0.7824577949
875	0.7823753043
876	0.782232486
877	0.781902328
878	0.7817805868
879	0.7817305639
880	0.7816423084
881	0.7814592828
882	0.7811581381
883	0.7810032676
884	0.7808109719
885	0.7807589573
886	0.7803954663
887	0.7803038568
888	0.7802875293
889	0.7800909682
890	0.7799351955
891	0.779891581
892	0.7796138374
893	0.779485105
894	0.7794508394
895	0.7794190568
896	0.7792072398
897	0.7790309949
898	0.7789226641
899	0.7787865181
900	0.7786397529
901	0.778498084
902	0.7783879533
903	0.7780089071
904	0.7776945755
905	0.7776723107
906	0.7775855686
907	0.7773965104
908	0.7771339669
909	0.776922054
910	0.7768811105
911	0.7766185892
912	0.7765273648
913	0.7762709742
914	0.7762253043
915	0.7759816912
916	0.775950656
917	0.7759136269
918	0.7757871368
919	0.7756170184
920	0.7754043868
921	0.7751865155
922	0.7750592206
923	0.774827665
924	0.7747268196
925	0.7743893071
926	0.7743566508
927	0.7743275245
928	0.7742177965
929	0.7740976209
930	0.7740177577
931	0.7737923695
932	0.7736964426
933	0.7736420408
934	0.7735010963
935	0.773323615
936	0.7731600833
937	0.7729701709
938	0.7729484503
939	0.7727094387
940	0.7725037137
941	0.7723480016
942	0.7723046445
943	0.7721557035
944	0.7721066747
945	0.7719896849
946	0.7717503863
947	0.7714935923
948	0.7712188332
949	0.7710958357
950	0.7708918638
951	0.7706742865
952	0.7705254739
953	0.7703292856
954	0.7702740062
955	0.7702382944
956	0.7701386556
957	0.7699151936
958	0.7698201989
959	0.7696570675
960	0.7695790656
961	0.7692794122
962	0.7692068805
963	0.7690630711
964	0.7689240202
965	0.7688086266
966	0.7685894142
967	0.7685489965
968	0.7684915007
969	0.7684322733
970	0.7683959808
971	0.7681573457
972	0.76806474
973	0.7679671246
974	0.7679449733
975	0.7678837669
976	0.7677689202
977	0.7675265983
978	0.7673080037
979	0.7672855175
980	0.7671625681
981	0.7669479488
982	0.766865898
983	0.7665729214
984	0.7665440354
985	0.7664957202
986	0.7663373114
987	0.7662723311
988	0.7662476462
989	0.7661051941
990	0.7658788751
991	0.7657752322
992	0.7655829452
993	0.7654028382
994	0.7653502562
995	0.7652268767
996	0.7651743395
997	0.7650543246
998	0.7649263082
999	0.7647268811
